#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
evm.model.Ga09G0092	dual	dual	mitochondrial	dual	N/A
evm.model.Ga09G0404	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0405	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0406	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0407	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0408	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0409	plastid	plastid	plastid	plastid	plastid
evm.model.Ga09G0410	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
evm.model.Ga09G0411	dual	dual	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0412	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0413	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0414	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0415	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0416	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0417	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0418	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0419	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0420	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0421	dual	dual	mitochondrial	mitochondrial	non-organellar
evm.model.Ga09G0422	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0423	plastid	plastid	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0424	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0425	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0426	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0427	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0428	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0429	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0430	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0431	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0432	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0433	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0434	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0435	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0436	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
evm.model.Ga09G0437	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0438	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0439	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0440	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga09G0441	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0442	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0443	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0444	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0445	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0446	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0447	dual	dual	plastid	mitochondrial	non-organellar
evm.model.Ga09G0448	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0449	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0450	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0451	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0452	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0453	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0454	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0455	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0456	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0457	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0458	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0459	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0460	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0461	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0462	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
evm.model.Ga09G0463	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0464	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0465	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga09G0466	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0467	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0468	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0469	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0470	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0471	plastid	plastid	non-organellar	plastid	non-organellar
evm.model.Ga09G0472	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0473	plastid	plastid	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0474	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0475	dual	plastid	mitochondrial	plastid	non-organellar
evm.model.Ga09G0476	plastid	plastid	plastid	plastid	non-organellar
evm.model.Ga09G0477	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga09G0478	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0479	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0480	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0481	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0482	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0483	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga09G0484	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0485	dual	dual	mitochondrial	plastid	dual
evm.model.Ga09G0486	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0487	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0488	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0489	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0490	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0491	dual	plastid	plastid	dual	plastid
evm.model.Ga09G0492	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
evm.model.Ga09G0493	plastid	non-organellar	plastid	non-organellar	N/A
evm.model.Ga09G0494	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0495	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0496	dual	dual	mitochondrial	mitochondrial	non-organellar
evm.model.Ga09G0497	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0093	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0498	non-organellar	non-organellar	non-organellar	non-organellar	N/A
evm.model.Ga09G0499	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0500	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0501	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0502	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0503	plastid	non-organellar	non-organellar	plastid	non-organellar
evm.model.Ga09G0504	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0505	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0506	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0507	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0508	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0509	plastid	non-organellar	plastid	non-organellar	plastid
evm.model.Ga09G0510	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0511	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0512	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0513	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
evm.model.Ga09G0514	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0515	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga09G0516	dual	dual	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0094	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0095	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0096	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0097	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0098	dual	plastid	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0099	dual	dual	plastid	dual	non-organellar
evm.model.Ga09G0100	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0101	mitochondrial	non-organellar	mitochondrial	mitochondrial	mitochondrial
evm.model.Ga09G0102	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0103	dual	dual	mitochondrial	mitochondrial	plastid
evm.model.Ga09G0104	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0105	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0106	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0107	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0108	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0109	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0110	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0111	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0112	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0113	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0114	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0115	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0116	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0117	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0118	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0119	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0120	plastid	plastid	plastid	non-organellar	plastid
evm.model.Ga09G0121	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0122	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0123	dual	plastid	plastid	plastid	dual
evm.model.Ga09G0124	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0125	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0126	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0127	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga09G0128	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0129	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0130	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga09G0131	plastid	plastid	plastid	plastid	plastid
evm.model.Ga09G0132	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0133	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0134	dual	dual	mitochondrial	dual	dual
evm.model.Ga09G0517	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0518	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0519	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0520	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0521	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0522	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
evm.model.Ga09G0523	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0524	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0525	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0526	dual	dual	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0527	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0528	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0529	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0530	dual	dual	non-organellar	non-organellar	mitochondrial
evm.model.Ga09G0531	dual	dual	mitochondrial	mitochondrial	non-organellar
evm.model.Ga09G0532	dual	plastid	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0533	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0534	non-organellar	non-organellar	non-organellar	non-organellar	N/A
evm.model.Ga09G0535	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0536	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0537	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0135	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0136	dual	dual	plastid	plastid	plastid
evm.model.Ga09G0137	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0138	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0139	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0140	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0141	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga09G0142	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0143	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0144	dual	dual	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0145	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga09G0146	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0147	dual	non-organellar	mitochondrial	plastid	non-organellar
evm.model.Ga09G0148	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0149	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0150	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0151	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0152	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga09G0153	plastid	plastid	plastid	plastid	plastid
evm.model.Ga09G0154	dual	dual	mitochondrial	mitochondrial	mitochondrial
evm.model.Ga09G0155	plastid	plastid	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0156	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0157	dual	non-organellar	mitochondrial	non-organellar	plastid
evm.model.Ga09G0158	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga09G0159	plastid	non-organellar	plastid	non-organellar	plastid
evm.model.Ga09G0160	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0161	dual	dual	mitochondrial	plastid	plastid
evm.model.Ga09G0162	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0163	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0164	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0165	dual	plastid	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0166	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0167	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0538	non-organellar	non-organellar	non-organellar	non-organellar	N/A
evm.model.Ga09G0539	dual	dual	plastid	plastid	non-organellar
evm.model.Ga09G0540	dual	mitochondrial	mitochondrial	plastid	non-organellar
evm.model.Ga09G0541	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0542	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0543	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0544	dual	mitochondrial	plastid	mitochondrial	non-organellar
evm.model.Ga09G0168	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0169	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
evm.model.Ga09G0170	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0171	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0172	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0173	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0174	dual	dual	plastid	plastid	non-organellar
evm.model.Ga09G0175	dual	dual	mitochondrial	mitochondrial	mitochondrial
evm.model.Ga09G0176	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
evm.model.Ga09G0177	dual	mitochondrial	plastid	non-organellar	mitochondrial
evm.model.Ga09G0178	plastid	plastid	non-organellar	plastid	non-organellar
evm.model.Ga09G0179	plastid	non-organellar	non-organellar	plastid	non-organellar
evm.model.Ga09G0545	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0546	non-organellar	non-organellar	non-organellar	non-organellar	N/A
evm.model.Ga09G0547	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0548	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0549	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0550	dual	plastid	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0551	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
evm.model.Ga09G0552	plastid	plastid	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0553	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0554	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0555	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0556	plastid	plastid	plastid	plastid	plastid
evm.model.Ga09G0557	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0180	dual	dual	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0181	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0182	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0183	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0184	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0185	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0186	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0187	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0188	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0189	mitochondrial	mitochondrial	non-organellar	mitochondrial	mitochondrial
evm.model.Ga09G0190	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0191	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0192	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0193	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0194	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0195	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0196	mitochondrial	non-organellar	non-organellar	non-organellar	mitochondrial
evm.model.Ga09G0197	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0558	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0559	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0560	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0561	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0562	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
evm.model.Ga09G0563	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0564	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga09G0565	plastid	plastid	plastid	plastid	non-organellar
evm.model.Ga09G0566	dual	dual	plastid	plastid	dual
evm.model.Ga09G0567	non-organellar	non-organellar	non-organellar	non-organellar	N/A
evm.model.Ga09G0568	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0569	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0570	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga09G0571	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0572	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0573	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0574	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga09G0575	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0576	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0577	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0578	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0579	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0580	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0581	plastid	plastid	plastid	non-organellar	non-organellar
evm.model.Ga09G0582	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0583	plastid	plastid	plastid	plastid	non-organellar
evm.model.Ga09G0198	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
evm.model.Ga09G0199	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0200	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0201	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0202	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0203	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0204	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0205	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0206	dual	dual	plastid	plastid	dual
evm.model.Ga09G0207	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0208	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0209	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0210	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0211	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0212	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0213	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0214	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0215	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0216	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0584	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0585	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0586	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0587	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0588	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
evm.model.Ga09G0589	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0590	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0591	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0592	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0593	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0217	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0218	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga09G0219	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0220	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0221	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0222	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0223	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0224	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga09G0225	dual	dual	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0226	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0227	dual	dual	non-organellar	mitochondrial	non-organellar
evm.model.Ga09G0228	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0229	dual	dual	mitochondrial	mitochondrial	non-organellar
evm.model.Ga09G0230	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0231	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga09G0232	plastid	plastid	non-organellar	plastid	non-organellar
